N¼ contribuyente,Fecha de pago,Distrito del inmueble,A–o transferencia del inmueble,Mes transferencia  del inmueble,Cantidad pagos,Impuesto pagado (S/),Intereses pagados (S/),Total pagado (S/),,,
"681079,28/01/2019,JESUS MARIA,2017,8,1,""5,147.67"",""1,000.70"",""6,148.37"",,,"
681501,31/01/2019,SAN JUAN DE LURIGANCHO,2015,3,1,0.00,0.00,0.00,,,
684382,30/01/2019,LA VICTORIA,2018,12,1,77.25,0.00,77.25,,,
"687568,08/01/2019,MIRAFLORES,2018,12,2,""23,351.70"",0.00,""23,351.70"",,,"
"687643,08/01/2019,LOS OLIVOS,2018,12,1,""23,436.30"",0.00,""23,436.30"",,,"
"688363,29/01/2019,LIMA,2019,1,1,""1,911.00"",0.00,""1,911.00"",,,"
"691810,04/01/2019,SANTIAGO DE SURCO,2019,1,1,""13,909.50"",0.00,""13,909.50"",,,"
692695,12/01/2019,VILLA EL SALVADOR,2019,1,1,990.00,0.00,990.00,,,
692695,23/01/2019,VILLA MARIA DEL TRIUNFO,2018,12,1,765.00,0.00,765.00,,,
"694055,23/01/2019,LURIN,2018,1,1,""18,057.00"",""2,376.30"",""20,433.30"",,,"
"695524,28/01/2019,CARABAYLLO,2012,12,1,""1,475.40"",""1,291.27"",""2,766.67"",,,"
695982,07/01/2019,COMAS,2018,12,1,391.65,0.00,391.65,,,
"696588,09/01/2019,SANTIAGO DE SURCO,2018,12,2,""2,198.80"",0.00,""2,198.80"",,,"
"697872,31/01/2019,SAN MARTIN DE PORRES,2019,1,1,""23,220.62"",0.00,""23,220.62"",,,"
"698362,09/01/2019,MIRAFLORES,2018,12,1,""28,842.00"",0.00,""28,842.00"",,,"
"700807,04/01/2019,SAN MARTIN DE PORRES,2018,12,1,""10,919.40"",0.00,""10,919.40"",,,"
702519,04/01/2019,SAN JUAN DE LURIGANCHO,2019,1,1,868.62,0.00,868.62,,,
"704206,26/01/2019,LOS OLIVOS,2018,10,1,""2,745.00"",62.59,""2,807.59"",,,"
"704533,10/01/2019,SAN BORJA,2018,12,1,""17,996.34"",0.00,""17,996.34"",,,"
"705894,31/01/2019,MAGDALENA DEL MAR,2019,1,1,""6,840.00"",0.00,""6,840.00"",,,"
706433,02/01/2019,LIMA,2018,12,1,777.00,0.00,777.00,,,
"707714,02/01/2019,SAN BORJA,2018,12,1,""29,956.50"",0.00,""29,956.50"",,,"
"708080,04/01/2019,SANTIAGO DE SURCO,2018,12,4,""26,970.46"",0.00,""26,970.46"",,,"
"708660,10/01/2019,COMAS,2018,12,1,""190,767.30"",0.00,""190,767.30"",,,"
"709040,14/01/2019,SANTIAGO DE SURCO,2018,12,1,""59,145.00"",0.00,""59,145.00"",,,"
709817,15/01/2019,LIMA,2018,12,1,183.00,0.00,183.00,,,
"712186,21/01/2019,CARABAYLLO,2014,2,1,""1,833.60"",""1,288.65"",""3,122.25"",,,"
"713503,30/01/2019,ATE,2019,1,4,""1,411.20"",0.00,""1,411.20"",,,"
"716079,14/01/2019,LIMA,2018,12,1,""1,077.48"",0.00,""1,077.48"",,,"
"716088,17/01/2019,SAN JUAN DE LURIGANCHO,2018,12,1,""11,055.00"",0.00,""11,055.00"",,,"
"716507,10/01/2019,CHORRILLOS,2019,1,1,""9,804.90"",0.00,""9,804.90"",,,"
"716790,11/01/2019,PUNTA HERMOSA,2018,12,1,""4,335.02"",0.00,""4,335.02"",,,"
"719800,23/01/2019,MIRAFLORES,2018,10,6,""78,227.14"",""1,689.74"",""79,916.88"",,,"
721407,04/01/2019,LURIGANCHO,2018,12,1,979.20,0.00,979.20,,,
"721509,09/01/2019,LOS OLIVOS,2018,12,1,""1,800.57"",0.00,""1,800.57"",,,"
"721692,09/01/2019,BARRANCO,2018,12,1,""15,987.90"",0.00,""15,987.90"",,,"
"723732,12/01/2019,CARABAYLLO,2018,8,1,""1,892.98"",80.27,""1,973.25"",,,"
"724739,04/01/2019,SAN ISIDRO,2018,12,1,""56,484.85"",0.00,""56,484.85"",,,"
726127,16/01/2019,LA VICTORIA,2019,1,1,144.90,0.00,144.90,,,
"726906,12/01/2019,LIMA,2019,1,2,""3,024.00"",0.00,""3,024.00"",,,"
"727872,05/01/2019,SAN BORJA,2018,12,2,""28,906.80"",0.00,""28,906.80"",,,"
728332,19/01/2019,SANTIAGO DE SURCO,2018,12,2,330.72,0.00,330.72,,,
"729412,16/01/2019,SAN BARTOLO,2018,12,1,""1,755.00"",0.00,""1,755.00"",,,"
"729861,25/01/2019,SANTIAGO DE SURCO,2018,12,1,""32,724.60"",0.00,""32,724.60"",,,"
"730623,18/01/2019,SANTIAGO DE SURCO,2018,12,1,""2,026.86"",0.00,""2,026.86"",,,"
"731757,19/01/2019,PACHACAMAC,2019,1,1,""2,565.00"",0.00,""2,565.00"",,,"
"732557,15/01/2019,ATE,2018,11,1,""29,166.00"",175.00,""29,341.00"",,,"
"733108,21/01/2019,CHORRILLOS,2018,12,3,""54,459.00"",0.00,""54,459.00"",,,"
"733752,25/01/2019,SAN ISIDRO,2019,1,1,""6,240.00"",0.00,""6,240.00"",,,"
"737226,25/01/2019,SANTIAGO DE SURCO,2019,1,1,""8,850.00"",0.00,""8,850.00"",,,"
"737635,03/01/2019,SANTIAGO DE SURCO,2018,12,3,""7,128.06"",0.00,""7,128.06"",,,"
"737703,17/01/2019,PUEBLO LIBRE,2018,11,4,""3,621.16"",24.64,""3,645.80"",,,"
741489,30/01/2019,SANTIAGO DE SURCO,2019,1,1,496.13,0.00,496.13,,,
"743685,23/01/2019,SANTIAGO DE SURCO,2018,11,1,""1,255.00"",11.55,""1,266.55"",,,"
"745976,07/01/2019,MIRAFLORES,2018,12,1,""15,780.06"",0.00,""15,780.06"",,,"
746360,25/01/2019,PUEBLO LIBRE,2019,1,1,419.40,0.00,419.40,,,
"746877,28/01/2019,SANTIAGO DE SURCO,2019,1,2,""17,106.75"",0.00,""17,106.75"",,,"
"748653,12/01/2019,LA VICTORIA,2018,1,1,""58,227.63"",""7,406.55"",""65,634.18"",,,"
"748731,26/01/2019,MAGDALENA DEL MAR,2018,12,1,""10,919.40"",0.00,""10,919.40"",,,"
"749163,25/01/2019,LURIN,2018,12,2,""2,333.94"",0.00,""2,333.94"",,,"
"750979,04/01/2019,SANTIAGO DE SURCO,2019,1,1,""20,495.85"",0.00,""20,495.85"",,,"
752675,31/01/2019,CARABAYLLO,2013,9,1,0.00,509.41,509.41,,,
"752778,14/01/2019,CARABAYLLO,2018,12,1,""1,121.96"",0.00,""1,121.96"",,,"
"753012,23/01/2019,SURQUILLO,2019,1,3,""9,493.20"",0.00,""9,493.20"",,,"
"753560,09/01/2019,MIRAFLORES,2018,12,10,""2,661.00"",0.00,""2,661.00"",,,"
"755454,09/01/2019,BRE„A,2002,1,1,935.61,""4,569.57"",""5,505.18"",,,"
"756033,12/01/2019,SAN BORJA,2018,12,1,""14,839.80"",0.00,""14,839.80"",,,"
"756082,24/01/2019,PUEBLO LIBRE,2018,12,7,""40,158.44"",0.00,""40,158.44"",,,"
761131,31/01/2019,SAN JUAN DE LURIGANCHO,2019,1,1,240.00,0.00,240.00,,,
761315,30/01/2019,BARRANCO,2019,1,2,180.77,0.00,180.77,,,
